 -.1600558784E+02 -.5206435636E-08 0.1000000000E+01 0.1000000000E+01
 -.1600316256E+02 -.5237793868E-08 0.1000000000E+01 0.1000000000E+01
 -.1600073729E+02 -.5269163651E-08 0.1000000000E+01 0.1000000000E+01
 -.1599831202E+02 -.5300542921E-08 0.1000000000E+01 0.1000000000E+01
 -.1599588674E+02 -.5331929587E-08 0.1000000000E+01 0.1000000000E+01
 -.1599346147E+02 -.5363321533E-08 0.1000000000E+01 0.1000000000E+01
 -.1599103620E+02 -.5394716619E-08 0.1000000000E+01 0.1000000000E+01
 -.1598861093E+02 -.5426112679E-08 0.1000000000E+01 0.1000000000E+01
 -.1598618565E+02 -.5457507521E-08 0.1000000000E+01 0.1000000000E+01
 -.1598376038E+02 -.5488898928E-08 0.1000000000E+01 0.1000000000E+01
 -.1598133511E+02 -.5520284658E-08 0.1000000000E+01 0.1000000000E+01
 -.1597890983E+02 -.5551662440E-08 0.1000000000E+01 0.1000000000E+01
 -.1597648456E+02 -.5583029981E-08 0.1000000000E+01 0.1000000000E+01
 -.1597405929E+02 -.5614384958E-08 0.1000000000E+01 0.1000000000E+01
 -.1597163402E+02 -.5645725024E-08 0.1000000000E+01 0.1000000000E+01
 -.1596920874E+02 -.5677047806E-08 0.1000000000E+01 0.1000000000E+01
 -.1596678347E+02 -.5708350901E-08 0.1000000000E+01 0.1000000000E+01
 -.1596435820E+02 -.5739631883E-08 0.1000000000E+01 0.1000000000E+01
 -.1596193292E+02 -.5770888297E-08 0.1000000000E+01 0.1000000000E+01
 -.1595950765E+02 -.5802117661E-08 0.1000000000E+01 0.1000000000E+01
 -.1595708238E+02 -.5833317467E-08 0.1000000000E+01 0.1000000000E+01
 -.1595465711E+02 -.5864485178E-08 0.1000000000E+01 0.1000000000E+01
 -.1595223183E+02 -.5895618230E-08 0.1000000000E+01 0.1000000000E+01
 -.1594980656E+02 -.5926714033E-08 0.1000000000E+01 0.1000000000E+01
 -.1594738129E+02 -.5957769967E-08 0.1000000000E+01 0.1000000000E+01
 -.1594495602E+02 -.5988783385E-08 0.1000000000E+01 0.1000000000E+01
 -.1594253074E+02 -.6019751612E-08 0.1000000000E+01 0.1000000000E+01
 -.1594010547E+02 -.6050671945E-08 0.1000000000E+01 0.1000000000E+01
 -.1593768020E+02 -.6081541653E-08 0.1000000000E+01 0.1000000000E+01
 -.1593525492E+02 -.6112357975E-08 0.1000000000E+01 0.1000000000E+01
 -.1593282965E+02 -.6143118124E-08 0.1000000000E+01 0.1000000000E+01
 -.1593040438E+02 -.6173819281E-08 0.1000000000E+01 0.1000000000E+01
 -.1592797911E+02 -.6204458601E-08 0.1000000000E+01 0.1000000000E+01
 -.1592555383E+02 -.6235033208E-08 0.1000000000E+01 0.1000000000E+01
 -.1592312856E+02 -.6265540199E-08 0.1000000000E+01 0.1000000000E+01
 -.1592070329E+02 -.6295976640E-08 0.1000000000E+01 0.1000000000E+01
 -.1591827801E+02 -.6326339568E-08 0.1000000000E+01 0.1000000000E+01
 -.1591585274E+02 -.6356625990E-08 0.1000000000E+01 0.1000000000E+01
 -.1591342747E+02 -.6386832886E-08 0.1000000000E+01 0.1000000000E+01
 -.1591100220E+02 -.6416957203E-08 0.1000000000E+01 0.1000000000E+01
 -.1590857692E+02 -.6446995859E-08 0.1000000000E+01 0.1000000000E+01
 -.1590615165E+02 -.6476945743E-08 0.1000000000E+01 0.1000000000E+01
 -.1590372638E+02 -.6506803713E-08 0.1000000000E+01 0.1000000000E+01
 -.1590130110E+02 -.6536566597E-08 0.1000000000E+01 0.1000000000E+01
 -.1589887583E+02 -.6566231192E-08 0.1000000000E+01 0.1000000000E+01
 -.1589645056E+02 -.6595794265E-08 0.1000000000E+01 0.1000000000E+01
 -.1589402529E+02 -.6625252553E-08 0.1000000000E+01 0.1000000000E+01
 -.1589160001E+02 -.6654602760E-08 0.1000000000E+01 0.1000000000E+01
 -.1588917474E+02 -.6683841562E-08 0.1000000000E+01 0.1000000000E+01
 -.1588674947E+02 -.6712965602E-08 0.1000000000E+01 0.1000000000E+01
 -.1588432420E+02 -.6741971492E-08 0.1000000000E+01 0.1000000000E+01
 -.1588189892E+02 -.6770855813E-08 0.1000000000E+01 0.1000000000E+01
 -.1587947365E+02 -.6799615116E-08 0.1000000000E+01 0.1000000000E+01
 -.1587704838E+02 -.6828245917E-08 0.1000000000E+01 0.1000000000E+01
 -.1587462310E+02 -.6856744704E-08 0.1000000000E+01 0.1000000000E+01
 -.1587219783E+02 -.6885107931E-08 0.1000000000E+01 0.1000000000E+01
 -.1586977256E+02 -.6913332022E-08 0.1000000000E+01 0.1000000000E+01
 -.1586734729E+02 -.6941413366E-08 0.1000000000E+01 0.1000000000E+01
 -.1586492201E+02 -.6969348324E-08 0.1000000000E+01 0.1000000000E+01
 -.1586249674E+02 -.6997133220E-08 0.1000000000E+01 0.1000000000E+01
 -.1586007147E+02 -.7024764350E-08 0.1000000000E+01 0.1000000000E+01
 -.1585764619E+02 -.7052237974E-08 0.1000000000E+01 0.1000000000E+01
 -.1585522092E+02 -.7079550323E-08 0.1000000000E+01 0.1000000000E+01
 -.1585279565E+02 -.7106697593E-08 0.1000000000E+01 0.1000000000E+01
 -.1585037038E+02 -.7133675947E-08 0.1000000000E+01 0.1000000000E+01
 -.1584794510E+02 -.7160481516E-08 0.1000000000E+01 0.1000000000E+01
 -.1584551983E+02 -.7187110398E-08 0.1000000000E+01 0.1000000000E+01
 -.1584309456E+02 -.7213558658E-08 0.1000000000E+01 0.1000000000E+01
 -.1584066928E+02 -.7239822327E-08 0.1000000000E+01 0.1000000000E+01
 -.1583824401E+02 -.7265897402E-08 0.1000000000E+01 0.1000000000E+01
 -.1583581874E+02 -.7291779850E-08 0.1000000000E+01 0.1000000000E+01
 -.1583339347E+02 -.7317465600E-08 0.1000000000E+01 0.1000000000E+01
 -.1583096819E+02 -.7342950552E-08 0.1000000000E+01 0.1000000000E+01
 -.1582854292E+02 -.7368230567E-08 0.1000000000E+01 0.1000000000E+01
 -.1582611765E+02 -.7393301477E-08 0.1000000000E+01 0.1000000000E+01
 -.1582369238E+02 -.7418159077E-08 0.1000000000E+01 0.1000000000E+01
 -.1582126710E+02 -.7442799130E-08 0.1000000000E+01 0.1000000000E+01
 -.1581884183E+02 -.7467217363E-08 0.1000000000E+01 0.1000000000E+01
 -.1581641656E+02 -.7491409470E-08 0.1000000000E+01 0.1000000000E+01
 -.1581399128E+02 -.7515371111E-08 0.1000000000E+01 0.1000000000E+01
 -.1581156601E+02 -.7539097911E-08 0.1000000000E+01 0.1000000000E+01
 -.1580914074E+02 -.7562585459E-08 0.1000000000E+01 0.1000000000E+01
 -.1580671547E+02 -.7585829313E-08 0.1000000000E+01 0.1000000000E+01
